gene	Esophagus...Mucosa	Pancreas	Pituitary	Whole.Blood	Cells...Transformed.fibroblasts	Minor.Salivary.Gland	Lung
ENSG00000101977.15	0.05257	0.0922	3.171	0.1246	0.03478	0.07299	0.1814
ENSG00000216114.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000238485.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000101974.10	4.2	2.074	3.607	1.74	18.55	6.028	8.89
ENSG00000221375.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252719.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207633.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000203933.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233145.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000214653.3	0.1004	0.02714	0.07781	0.03856	0.1083	0.06766	0.1248
ENSG00000241248.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000230707.1	0.001	0.001	0.4797	0.001	0.001	0.001	0.001
ENSG00000231110.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224942.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000263377.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225758.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000134595.6	0.001	0.001	3.321	0.001	0.001	0.001	0.001
ENSG00000230668.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000203930.6	0.06385	0.04428	50.45	0.001	1.542	0.5034	0.421
ENSG00000184258.5	0.1624	0.3056	114	0.06057	7.555	2.627	1.195
ENSG00000221081.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000229269.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227234.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235604.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207041.1	0.001	0.001	0.001	0.001	0.259	0.001	0.001
ENSG00000214925.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000261212.1	0.001	0.001	0.1268	0.001	0.1718	0.2266	0.001
ENSG00000182195.6	32.96	14.145	251.6	3.182	83.62	91.83	38.73
ENSG00000198573.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000213423.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227779.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000226574.1	0.001	0.001	0.1303	0.001	0.2426	0.05404	0.001
ENSG00000198021.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000203926.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223438.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000196406.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000165509.9	0.01252	0.016965	0.7948	0.001	0.04109	0.1718	0.05989
ENSG00000155495.8	0.001	0.001	0.01024	0.001	0.001	0.001	0.001
ENSG00000236205.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225469.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250625.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000046774.9	0.001	0.001	0.03575	0.001	0.001	0.001	0.001
ENSG00000201000.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000266319.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000239188.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000189326.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000202473.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000199878.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227303.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000226064.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235539.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000230130.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221505.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000189252.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227675.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000179542.11	0.1631	0.25785	0.06404	0.2269	0.3528	0.754	0.3044
ENSG00000213924.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000203924.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225970.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235729.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000102069.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224630.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235598.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215054.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000201912.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233548.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234712.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000203923.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231093.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000270709.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000185985.7	0.1166	0.20065	0.04533	0.007788	0.5596	0.5658	1.269
ENSG00000221870.2	0.001	0.021985	0.001	0.001	0.03173	0.05308	0.1276
ENSG00000216032.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252219.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216075.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216005.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000215943.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216098.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216064.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216056.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000201594.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234748.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000226388.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231686.1	0.2614	0.1092	0.4818	0.09899	0.2815	0.1796	0.3462
ENSG00000235699.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224440.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225660.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000271660.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000216171.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207871.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207873.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207984.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207731.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207969.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207589.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252583.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000212013.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000212014.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000208000.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207641.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207868.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207866.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207867.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228855.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227505.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000271175.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000202051.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000227083.1	0.001	0.05668	0.2037	0.001	0.07931	0.08578	0.001
ENSG00000268066.1	0.0143	0.01751	0.06371	0.001	0.05268	0.04356	0.02752
ENSG00000102081.9	17.05	6.9605	21.06	6.653	18.16	16.85	26.02
ENSG00000236337.1	1.026	0.5996	1.246	0.4541	0.7912	1.391	2.192
ENSG00000176988.4	0.001	0.001	0.06759	0.001	0.001	0.001	0.001
ENSG00000201285.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000219507.4	2.345	1.4315	2.158	9.54	8.527	2.971	7.567
ENSG00000233467.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000176970.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237741.1	0.001	0.001	0.1109	0.001	0.001	0.001	0.001
ENSG00000155966.9	0.09087	0.05476	5.363	0.1858	0.3225	0.07078	2.686
ENSG00000223516.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222313.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000242186.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000264702.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000251797.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000010404.13	25.8	11.345	121.2	42.87	35.59	31.3	58.43
ENSG00000238039.1	1.887	1.5755	22.79	0.6584	0.3879	2.592	4.651
ENSG00000176289.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000241769.3	3.797	3.1445	38.41	0.7013	1.562	7.584	9.277
ENSG00000197620.6	5.574	3.952	12.46	4.496	5.982	8.039	7.111
ENSG00000225261.1	0.001	0.001	0.156	0.001	0.001	0.04984	0.001
ENSG00000123584.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000171129.7	0.001	0.001	0.01698	0.001	0.001	0.001	0.001
ENSG00000155984.10	5.246	1.4115	3.145	1.54	7.276	4.245	4.603
ENSG00000229322.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000185247.10	0.142	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228833.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223377.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231694.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235254.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000171116.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000166008.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224732.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000229829.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000230899.1	0.05055	0.001	0.0725	0.001	0.001	0.001	0.06045
ENSG00000156009.5	0.05584	0.04343	0.06785	0.001	0.0148	0.04308	0.07822
ENSG00000197021.4	21.83	15.21	38.71	11.12	28	25.4	30.75
ENSG00000224871.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235703.1	2.264	1.53	17.56	0.6036	1.467	4.396	6.354
ENSG00000183171.5	0.2366	0.1283	1.537	0.001	0.4885	0.4085	0.8021
ENSG00000252454.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234825.2	0.4115	0.13605	0.397	0.2209	0.5389	0.3244	0.5242
ENSG00000013619.9	1.82	2.861	13.45	0.2286	14.31	3.171	12.97
ENSG00000263713.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000171100.10	8.291	2.892	7.681	3.701	7.431	9.441	14.07
ENSG00000063601.12	28.24	6.9005	17.97	8.027	17.16	17.89	17.37
ENSG00000102181.15	8.65	9.131	29.96	9.292	55.86	14.92	33.91
ENSG00000228728.1	0.1597	0.48065	0.3969	0.001	0.2543	0.5282	0.3455
ENSG00000253009.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000230153.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222796.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000029993.10	11.9	3.358	2.894	1.311	19.75	11.32	9.198
ENSG00000230508.1	0.1021	0.082425	0.1157	0.07721	0.1255	0.1064	0.1559
ENSG00000270916.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000212595.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000265789.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234696.1	0.001	0.001	1.729	0.001	0.001	0.001	0.001
ENSG00000102195.7	0.09208	0.001	26.92	0.001	0.001	0.001	0.001
ENSG00000269993.1	0.1413	0.001	52.39	0.001	0.001	0.001	0.001
ENSG00000228717.1	0.001	0.001	0.05768	0.001	0.001	0.001	0.001
ENSG00000160131.9	12.97	5.9445	20.62	3.304	25.29	11.14	15.32
ENSG00000270052.1	0.001	0.001	0.001	0.001	0.001	0.001	0.2564
ENSG00000214915.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000166049.10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000239429.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000130032.11	0.5186	0.03161	1.793	0.009423	0.06473	1.357	0.6477
ENSG00000147378.7	0.05493	0.050295	0.841	0.001	0.001	0.1889	0.1863
ENSG00000183862.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000229967.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000147381.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000102287.12	56.98	9.7945	7.897	0.0893	16.98	35.43	27.88
ENSG00000264120.1	7.527	1.3415	0.8906	0.001	2.317	4.645	3.238
ENSG00000207621.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207753.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000228965.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000242520.4	0.09445	0.001	0.001	0.001	0.001	0.05576	0.001
ENSG00000124260.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231937.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000011677.8	0.5408	0.001	0.1092	0.001	0.001	0.1364	0.001
ENSG00000252205.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207957.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000211583.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000207818.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223940.1	0.001	0.17325	0.1509	0.001	0.001	0.1743	0.09843
ENSG00000147402.7	0.953	0.001	0.1812	0.001	0.01242	0.03685	0.008142
ENSG00000234454.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197172.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197463.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000183305.9	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231447.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000242599.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000213401.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000198930.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184750.11	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184324.11	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000221867.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000226170.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000147400.8	39.14	11.83	103.5	9.491	59.33	28.46	45.56
ENSG00000147383.6	67.19	6.893	14.44	5.211	36.15	18.3	22.19
ENSG00000147394.14	390.5	1.695	9.117	12.19	3.172	18.27	9.884
ENSG00000198883.7	0.05638	0.001	1.284	0.1274	0.01063	0.07944	0.1442
ENSG00000264933.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000234200.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000229979.1	0.001	0.001	0.001	0.001	0.001	0.001	0.1768
ENSG00000183837.8	0.7043	0.3034	27.07	1.765	0.1292	0.7845	1.184
ENSG00000235961.3	0.04382	0.060235	2.986	0.001	0.248	0.153	0.135
ENSG00000257088.2	0.001	0.001	0.02906	0.001	0.001	0.001	0.001
ENSG00000224201.3	0.001	0.001	0.03016	0.001	0.001	0.001	0.001
ENSG00000203902.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235675.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231600.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237736.1	0.001	0.001	0.001	0.001	0.001	0.001	0.3003
ENSG00000235219.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000266108.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000198681.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224931.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225110.1	0.001	0.001	0.5846	0.001	0.001	0.001	0.001
ENSG00000063587.12	2.647	5.2375	16.64	1.253	14.47	6.931	7.176
ENSG00000232249.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000214897.3	0.001	0.001	0.2001	0.001	0.001	0.001	0.04398
ENSG00000265170.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000189420.7	0.1567	0.24355	1.81	0.2677	0.507	0.2204	2.511
ENSG00000259886.1	0.4766	0.76085	9.093	1.398	0.9094	0.7386	7.943
ENSG00000183479.8	2.885	0.4998	1.354	1.043	1.221	1.954	2.022
ENSG00000213397.6	1.184	0.57325	1.383	0.5621	2.685	1.922	3.508
ENSG00000224963.2	0.001	0.001	0.2088	0.001	0.1154	0.09	0.1542
ENSG00000182492.11	54.28	41.975	249.4	1.94	562	141.7	835.5
ENSG00000067842.13	0.02324	0.023855	2.383	0.01476	0.03782	0.03055	0.06102
ENSG00000147382.14	16.65	9.479	41.03	9.089	22.31	17.42	20.44
ENSG00000260081.1	1.252	0.8579	7.589	0.4123	1.775	1.709	1.681
ENSG00000217889.3	0.001	0.001	0.1415	0.001	0.001	0.001	0.04583
ENSG00000213391.3	0.001	0.001	0.08636	0.001	0.001	0.001	0.001
ENSG00000228616.1	0.001	0.001	0.1092	0.001	0.001	0.001	0.001
ENSG00000130829.13	0.5992	0.052165	0.05549	0.01678	0.0427	0.1344	0.1004
ENSG00000237793.2	0.09446	0.057235	0.001	0.06545	0.1387	0.08558	0.08426
ENSG00000244335.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000130822.11	2.068	0.058045	1.251	0.04697	0.1035	0.2135	0.392
ENSG00000130821.11	39.72	5.3075	23.42	11.79	20.52	26.94	11.05
ENSG00000185825.11	179	64.57	141.1	135.4	174.3	138.7	166.6
ENSG00000101986.8	4.393	6.9445	17.09	12.66	10.63	8.235	13.55
ENSG00000232725.1	0.2346	0.30225	0.5921	0.4384	0.616	0.5173	0.6101
ENSG00000198753.7	6.529	2.876	3.455	0.2136	5.522	16.68	3.49
ENSG00000184343.6	1.15	0.6458	13.55	0.405	0.7124	4.152	1.665
ENSG00000067829.14	45.54	20.805	62.82	36.01	54.03	49.47	57.78
ENSG00000180879.9	47.59	99.805	179.6	34.11	81.66	117.8	68.06
ENSG00000067840.8	4.345	1.375	77.13	9.012	0.3542	6.058	8.29
ENSG00000184844.6	0.001	0.001	0.09385	0.001	0.08802	0.001	0.001
ENSG00000251846.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000198910.8	4.287	0.91905	25.91	0.1712	0.289	4.995	0.7594
ENSG00000196987.2	0.001	0.001	0.0317	0.001	0.001	0.001	0.001
ENSG00000126895.9	1.263	0.52565	0.2721	0.3374	0.02184	1.74	1.33
ENSG00000089820.11	10.68	4.1765	16.45	202.3	0.7207	15.58	78.84
ENSG00000102030.11	48.87	24.69	59.65	27.28	73.49	37.65	58.54
ENSG00000102032.8	2.595	1.008	7.308	27.06	5.316	6.002	37.61
ENSG00000172534.9	22.91	9.0385	36.55	7.316	24.91	21.01	29.23
ENSG00000235802.1	0.001	0.001	1.786	0.2248	0.2138	0.001	0.001
ENSG00000177854.7	6.986	8.1645	12.79	4.976	11.87	9.403	9.501
ENSG00000265176.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184216.7	76.22	41.275	49.2	47.12	131.8	53.76	81.28
ENSG00000211524.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000169057.15	9.403	5.8605	23.36	12.69	14.6	13.64	20.68
ENSG00000102076.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000102080.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000147380.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000182242.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000166160.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000185254.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000007350.12	0.03743	0.02028	1.1	3.903	0.02347	0.07293	0.5053
ENSG00000231830.1	0.001	0.001	0.7447	0.4261	0.001	0.001	0.2356
ENSG00000196924.10	345.6	40.315	83.09	194.6	943.3	161.1	698.6
ENSG00000102119.6	79.72	52.5	147.3	62.94	128.8	80.56	118.6
ENSG00000147403.12	1088	1327.5	605.5	828.3	1876	1191	1245
ENSG00000207165.1	44.55	35.355	70.53	18.78	40.85	43.84	94.72
ENSG00000013563.9	13.84	4.315	16.61	16.56	13.27	15.61	20.89
ENSG00000102125.11	32.65	16.565	48.3	49.92	22.43	30.35	56.59
ENSG00000197180.1	2.1	1.579	8.955	1.702	3.541	4.608	9.037
ENSG00000071553.12	62.96	26.295	112.4	84.11	60.46	70.79	112
ENSG00000203879.7	67.37	32.61	303	107.1	99.34	68.05	163.1
ENSG00000071859.10	48.16	32.71	141.4	40.57	131	68.72	119.8
ENSG00000130827.5	13.5	9.0845	91.87	3.044	39.35	35.46	29.63
ENSG00000196976.5	14.68	11.94	46.45	6.554	24.93	16.86	16.07
ENSG00000102178.8	39.45	25.38	30.81	16.88	44.67	34.01	37.61
ENSG00000126903.11	38.89	14.14	31.94	26.28	43.25	24.59	42.6
ENSG00000264783.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000264484.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000264631.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000071889.12	34.41	22.635	55.03	12.72	25.01	27.92	33.42
ENSG00000261773.1	0.2387	0.06254	0.9895	0.1032	0.1439	0.1357	0.2454
ENSG00000160211.11	73.83	7.6975	80.23	137.3	113.5	36.4	58.78
ENSG00000073009.8	2.216	0.7285	1.864	3.854	3.376	2.012	3.338
ENSG00000231342.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000183678.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000232155.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184033.8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000213338.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224882.2	0.08864	0.03318	0.2198	0.1395	0.08754	0.07807	0.1784
ENSG00000126890.13	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000226141.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237619.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000160219.7	2.303	1.258	1.553	17.4	2.646	2.584	14.56
ENSG00000130826.11	47.37	20.57	31.02	8.59	65.25	31.32	29.7
ENSG00000206948.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000206693.1	1.672	0.95555	2.292	0.3097	0.9147	1.326	2.327
ENSG00000130830.10	8.504	12.48	18.03	192.2	14.18	13.43	56.77
ENSG00000229237.2	0.001	0.001	0.1483	0.001	0.09424	0.001	0.1998
ENSG00000203870.5	0.001	0.001	0.001	0.001	0.001	0.001	0.05311
ENSG00000185010.9	1.161	2.166	4.273	0.791	2.284	2.74	8.964
ENSG00000198082.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197932.3	8.709	4.8105	9.366	13.75	14.83	9.682	10.54
ENSG00000224069.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237859.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233688.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000165775.13	10.39	15.875	26.73	7.184	16.26	14.46	21.02
ENSG00000214827.5	4.875	4.4315	8.621	1.244	7.86	5.056	6.191
ENSG00000185515.10	19.2	5.165	10.13	2.421	21.63	15.5	10.07
ENSG00000235991.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000155959.6	24.8	9.24	38.49	9.239	41.74	18.09	29.24
ENSG00000224978.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000155961.4	0.1851	1.0385	13.09	1.496	1.379	0.6903	1.272
ENSG00000155962.8	5.496	1.6535	5.641	2.401	3.705	7.814	43.73
ENSG00000225008.1	0.046	0.001	0.0769	0.001	0.0332	0.07916	0.36
ENSG00000228986.1	0.06826	0.020085	0.1694	0.07105	0.001	0.1362	0.4173
ENSG00000230491.1	0.001	0.001	0.1337	0.001	0.001	0.001	0.1755
ENSG00000224216.1	0.061	0.041075	0.1268	0.07475	0.04583	0.09329	0.08968
ENSG00000230578.3	0.001	0.001	0.05423	0.001	0.001	0.001	0.001
ENSG00000198307.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000198444.4	0.01924	0.001	0.02248	0.0318	0.03383	0.02125	0.02357
ENSG00000185990.6	0.03377	0.021285	0.04208	0.06887	0.05835	0.04659	0.06018
ENSG00000185978.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000224533.3	0.009354	0.001	0.01958	0.02417	0.01217	0.01893	0.02031
ENSG00000225393.1	0.001	0.001	0.001	0.05468	0.001	0.06154	0.001
ENSG00000185973.6	3.968	1.753	3.897	4.673	5.695	4.569	4.202
ENSG00000168939.6	1.073	0.37375	1.774	1.073	1.211	1.373	1.579
ENSG00000237801.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237040.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000124333.10	28.41	10.105	16.77	17.84	48.9	23.47	36.85
ENSG00000228410.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000223484.2	0.001	0.001	0.03942	0.001	0.001	0.001	0.001
ENSG00000124334.12	0.2484	0.025905	0.03436	0.1345	0.001	0.09412	0.5456
ENSG00000185203.7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000182484.10	1.745	0.85905	2.817	1.482	1.11	2.087	2.912
