gene	Esophagus...Mucosa	Pancreas	Pituitary	Whole.Blood	Cells...Transformed.fibroblasts	Minor.Salivary.Gland	Lung
ENSG00000255303.1	0.4548	0.51755	0.04682	0.001	0.001	0.2743	0.4399
ENSG00000255266.1	0.001	0.10815	0.001	0.001	0.001	0.001	0.1713
ENSG00000180714.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254749.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254601.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000186509.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000200817.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172381.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000236541.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255146.1	0.001	0.06549	0.001	0.001	0.001	0.001	0.001
ENSG00000254853.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255131.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272685.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172377.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000186508.4	0.001	0.025715	0.001	0.001	0.001	0.001	0.001
ENSG00000272569.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000186513.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197887.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172774.6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000180475.4	0.001	0.0757	0.001	0.001	0.001	0.06733	0.001
ENSG00000254589.1	0.001	0.001	0.04354	0.001	0.001	0.04351	0.001
ENSG00000172772.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000272900.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255218.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255431.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255096.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255333.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197786.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000233499.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000273408.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172769.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172365.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172362.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255299.1	0.04724	0.02471	0.09803	0.07332	0.2899	0.1045	0.218
ENSG00000198283.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000110031.8	4.744	5.031	11.58	40.36	34.63	13.9	32.17
ENSG00000186660.14	37.71	15.345	33.43	14.19	69.51	36.41	49.71
ENSG00000269570.1	0.2719	0.151	0.3056	0.001	0.1916	0.5906	0.428
ENSG00000242689.1	0.7761	0.37285	0.7672	0.2615	1.762	1.011	1.326
ENSG00000149124.6	0.001	0.022035	0.001	0.02434	0.001	0.04146	0.001
ENSG00000265783.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197254.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254926.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255265.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000156689.2	0.2517	0.001	0.09177	0.001	1.397	31.71	0.03384
ENSG00000254717.2	0.001	0.001	0.001	0.07388	0.1743	0.02709	0.001
ENSG00000166840.9	0.1067	0.26955	0.07206	0.02552	0.1976	1.587	0.04404
ENSG00000255523.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255240.1	0.07137	0.02259	0.04987	0.1313	0.001	1.193	0.2068
ENSG00000254877.1	0.05583	0.001	0.001	0.001	0.001	0.9149	0.1312
ENSG00000255189.1	0.001	0.001	0.001	0.05004	0.001	0.3727	0.06521
ENSG00000254786.1	0.001	0.001	0.001	0.03036	0.001	0.3303	0.05312
ENSG00000254399.2	0.001	0.001	0.001	0.001	0.001	0.5932	0.001
ENSG00000255151.2	0.001	0.001	0.001	0.001	0.001	0.3474	0.001
ENSG00000189057.6	4.286	0.085485	0.0837	0.1431	3.35	1.186	0.5363
ENSG00000245571.2	2.254	1.046	4.328	0.8212	3.984	4.518	3.335
ENSG00000255381.1	0.001	0.001	0.001	0.001	0.001	0.07343	0.001
ENSG00000166801.11	12.82	7.392	19.81	9.198	26.34	23.46	36.58
ENSG00000110042.3	6.728	5.6695	8.358	1.818	4.38	39.5	36.27
ENSG00000197629.5	3.059	1.3985	2.955	83.96	0.03342	6.272	26.33
ENSG00000263999.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000225802.3	0.001	0.001	0.001	0.001	0.001	0.2028	0.001
ENSG00000254799.1	0.001	0.001	0.001	0.001	0.001	1.622	0.001
ENSG00000214797.3	0.001	0.012015	0.03574	0.06279	0.001	2.491	0.05746
ENSG00000254704.3	0.001	0.023605	0.001	0.01404	0.001	0.01584	0.001
ENSG00000263944.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000235678.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255386.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000176495.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000198261.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172324.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172320.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000166884.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254640.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254466.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204989.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252418.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000176200.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172742.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000254770.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000252893.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255008.2	0.09949	0.04193	0.2017	0.001	0.2456	0.1793	0.2119
ENSG00000110048.7	31.53	28.78	34.26	8.117	47.59	34.65	35.58
ENSG00000264559.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255139.1	2.233	1.1565	4.189	2.781	2.093	3.63	6.027
ENSG00000166889.13	31.04	8.5245	17.59	32.83	55.66	29.67	47.07
ENSG00000255355.1	0.001	0.001	0.3815	0.001	0.1436	0.07792	0.06581
ENSG00000223223.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000172289.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000166900.10	12.1	7.6595	18.27	40.83	20.06	15.91	37.97
ENSG00000254403.1	0.001	0.001	0.001	0.001	1.09	0.001	0.001
ENSG00000254743.1	0.001	0.001	0.001	0.001	0.7027	0.1502	0.1004
ENSG00000255538.1	0.001	0.001	0.04564	0.1895	0.4617	0.1515	0.2044
ENSG00000254477.1	0.306	0.20275	0.3573	1.429	2.094	0.5159	1.099
ENSG00000234964.3	24.65	0.22095	0.3473	0.1111	0.3066	0.6903	1.436
ENSG00000166902.4	44.04	24.335	40.08	19.66	77.74	41	47.39
ENSG00000134812.3	0.09861	0.10565	0.1006	0.09535	0.1118	0.08732	0.04976
ENSG00000134827.3	25.11	1.0855	0.1512	26.23	0.06337	1014	1.101
ENSG00000270929.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000214788.1	0.001	0.001	0.001	0.1029	0.001	0.001	0.001
ENSG00000255393.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149507.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149516.9	0.001	0.001	0.01977	7.304	0.001	0.001	0.9016
ENSG00000255331.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149534.4	1.073	0.12815	0.07149	0.04306	0.001	1.051	3.066
ENSG00000254952.1	0.001	0.001	0.08345	0.5078	0.001	0.2027	0.4215
ENSG00000110077.10	5.755	2.6255	7.568	66.22	0.0432	12.21	36.93
ENSG00000214787.4	1.454	0.42815	1.642	2.128	0.001	2.38	3.836
ENSG00000110079.12	2.121	1.7965	4.405	13.39	0.03468	9.307	35.63
ENSG00000166926.4	0.001	0.001	0.03732	0.1103	0.001	0.1855	0.5912
ENSG00000166927.8	3.053	2.511	6.357	12.56	0.03698	9.017	68.33
ENSG00000166928.6	0.956	0.50835	1.536	4.857	0.01897	2.099	13.97
ENSG00000166930.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000156738.13	1.455	0.071535	0.1968	11.57	0.02672	0.4316	3.454
ENSG00000071203.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204979.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000181995.7	0.001	0.001	0.01911	0.001	0.001	0.001	0.001
ENSG00000166959.3	0.01382	0.7975	11.95	0.001	0.001	0.4692	4.35
ENSG00000214782.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000166961.10	0.001	0.02884	0.01452	0.001	0.001	0.01671	44.52
ENSG00000172689.1	0.001	0.001	0.01539	0.001	0.001	0.001	0.023
ENSG00000255845.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255959.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256813.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000110104.7	22.94	11.79	38.42	4.782	49.89	18.02	18.29
ENSG00000183134.4	1.12	0.3325	0.6899	0.5617	0.5842	0.1834	0.5361
ENSG00000149506.6	0.1207	0.087025	18.14	0.03986	1.817	0.1121	0.08943
ENSG00000110107.4	115.4	43.62	145.5	29.97	132.3	90.96	72.9
ENSG00000257052.1	0.1419	0.5009	0.6613	0.4963	0.1847	0.516	0.2632
ENSG00000256944.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000110108.5	143.1	36.24	90.72	22.12	122.1	128.9	161.2
ENSG00000256196.1	0.2566	0.001	0.3374	0.001	0.09012	0.001	0.04603
ENSG00000006118.10	14.84	1.9765	21.47	0.1901	19.85	19.46	10.24
ENSG00000110446.5	9.77	2.7545	7.674	85.95	12.05	9.481	74.84
ENSG00000013725.10	1.863	0.40155	0.7198	21.01	0.01608	1.869	7.65
ENSG00000207153.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256733.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000110448.6	1.127	0.35615	0.864	15.46	0.02927	3.014	5.446
ENSG00000167987.6	30.46	16.365	39.43	13.22	22.35	29.02	31.33
ENSG00000229859.4	0.1747	0.14935	0.2035	0.06677	0.08284	0.1198	0.03101
ENSG00000229183.4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256713.3	0.001	0.001	0.06243	0.001	0.02523	0.001	0.001
ENSG00000167992.8	0.7	0.2672	2.136	3.057	3.844	1.933	0.8796
ENSG00000167986.9	35.59	14.965	51.7	9.814	84.02	38.43	39.34
ENSG00000149476.10	13.11	8.619	17.62	4.323	14.27	11.05	12.32
ENSG00000162144.5	5.854	3.459	7.706	6.124	16.4	6.786	12.39
ENSG00000149483.7	11.25	7.4105	18.51	6.254	24.44	12.72	25.6
ENSG00000187049.5	9.627	6.837	26.5	7.915	17.03	11.07	11.43
ENSG00000149532.11	58.4	30.84	134.4	39.57	59.6	58.39	70.75
ENSG00000167985.2	21.93	8.527	38.93	22.09	29.89	20.44	26.97
ENSG00000240823.2	0.7689	0.4419	1.176	0.4733	0.8745	0.8449	0.808
ENSG00000162148.6	2	1.263	11.64	3.286	2.633	2.881	9.557
ENSG00000255931.1	0.001	0.001	0.9151	0.001	0.001	0.001	0.1023
ENSG00000266006.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204950.2	0.5059	0.805	55.36	0.04256	0.0677	1.566	3.956
ENSG00000011347.5	3.399	5.946	76.14	0.06053	1.323	34.39	3.019
ENSG00000256443.1	0.252	0.4307	4.688	0.001	0.07744	2.291	0.1783
ENSG00000250230.2	0.04388	0.035425	0.2385	0.001	0.001	0.4838	0.04827
ENSG00000243742.1	0.102	0.10395	0.9627	0.02206	0.5046	0.5634	0.7883
ENSG00000255947.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000134780.5	6.897	4.64	7.22	0.3084	4.357	7.303	5.298
ENSG00000124915.6	0.001	0.1193	0.001	0.01149	0.01287	0.001	0.02994
ENSG00000124920.9	2.425	21.765	0.4705	0.3603	1.114	0.9671	43.57
ENSG00000134825.9	31.58	36.8	49.05	14.23	62.69	41.05	41.88
ENSG00000168496.3	18.28	4.259	14.81	3.777	30.53	9.006	9.356
ENSG00000149485.12	2.377	2.117	14.86	1.948	32.75	3.435	17.49
ENSG00000134824.9	5.223	2.7105	46.69	3.054	37.87	11.61	21.12
ENSG00000221968.4	13.26	16.06	28.92	4.194	105.7	20.62	93.03
ENSG00000167994.7	6.402	3.034	13.82	4.246	23.44	16.29	20.6
ENSG00000200898.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000167995.11	4.503	1.603	5.341	39.08	9.081	3.806	20.35
ENSG00000167996.11	1016	577.2	829.4	3159	5244	1098	2460
ENSG00000269089.1	0.6998	0.3793	2.516	1.589	0.5114	0.7054	1.215
ENSG00000244176.1	0.001	0.592	0.06171	0.08526	0.001	0.001	0.001
ENSG00000254424.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255553.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149503.8	24.25	2.506	3.37	1.747	10.15	8.444	6.478
ENSG00000236607.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000168515.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000124939.4	0.3299	3.5235	6.035	0.001	0.001	19.84	0.6512
ENSG00000254404.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000124935.3	0.2494	0.8467	4.501	0.001	0.06826	15.83	0.1536
ENSG00000110484.6	0.1243	0.054585	0.1831	0.0531	0.07521	14.46	0.07841
ENSG00000197745.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255213.1	0.02968	0.001	0.001	0.001	0.06125	0.04022	0.001
ENSG00000255118.1	0.001	0.001	0.282	0.001	0.001	0.001	0.001
ENSG00000162174.8	0.8715	3.1575	13.05	1.318	0.1275	6.619	18.42
ENSG00000254454.2	0.04329	0.06872	0.1755	0.02463	0.02943	0.1527	0.2772
ENSG00000255126.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149021.2	2.341	0.001	0.3222	0.0723	0.001	0.1481	194.4
ENSG00000255446.1	0.1241	0.001	0.001	0.001	0.001	0.1471	1.826
ENSG00000124942.9	328.6	19.725	24.45	17.78	465	175.6	260
ENSG00000238861.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000250659.2	0.4089	0.001	0.001	0.001	0.2338	0.2262	0.287
ENSG00000257058.1	0.0937	0.001	0.001	0.001	0.1913	0.06842	0.214
ENSG00000254772.5	1466	829.3	844.2	669.3	2212	1220	1017
ENSG00000149016.11	15.02	14.305	27.95	6.637	18.18	18.36	20.89
ENSG00000149480.2	106.1	14.33	54.24	40.32	66.13	54.2	71.47
ENSG00000149499.7	63.3	15.225	34.42	37.81	40.26	45.55	71.94
ENSG00000254964.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149489.4	5.351	1.462	9.633	1.553	5.67	4.207	6.674
ENSG00000149541.5	21.25	15.285	78.28	24.08	50.67	30.77	44.4
ENSG00000089597.12	120.1	82.74	163.6	54.01	433.1	147.5	186.1
ENSG00000185085.2	19.14	7.712	14.09	7.553	26.06	18.18	17.21
ENSG00000162194.8	27.13	10.1	24.69	14.88	35.7	20.51	29.35
ENSG00000214756.3	3.649	1.7365	3.923	0.9685	4.62	2.407	3.106
ENSG00000204922.4	11.58	3.894	9.321	2.2	11.71	9.785	6.621
ENSG00000162191.9	128.8	80.9	145.3	127.9	155.7	125.8	176.8
ENSG00000177363.4	5.099	0.6916	2.569	0.05223	20.79	7.588	5.484
ENSG00000168000.10	30.8	22.635	291.8	15.64	32.43	53.52	45.88
ENSG00000162188.5	0.446	0.31975	38.32	0.2895	0.6167	0.5149	0.561
ENSG00000214753.2	83.88	31.9	63.39	37.48	109.9	73.07	79.51
ENSG00000162222.9	8.939	4.8285	12.01	7.403	22.09	10.16	12.84
ENSG00000185670.7	2.513	1.6065	2.276	1.317	3.082	2.696	2.099
ENSG00000168002.7	42.4	15.69	42.76	37.38	68.74	35	56.96
ENSG00000267811.1	0.3703	0.2913	1.513	0.001	0.9621	0.4166	0.4822
ENSG00000168569.7	11.48	8.3465	14.96	5.482	19.62	13.87	14.95
ENSG00000162227.3	14.11	8.903	27.81	4.52	14.05	14.01	16.3
ENSG00000269176.1	2.848	0.97	16.75	0.9134	2.614	2.924	2.455
ENSG00000185475.4	59.52	36.02	54.48	49.72	106.1	82.53	93.28
ENSG00000162231.9	58.82	33.525	141.8	65.94	42.84	67.23	89.44
ENSG00000162236.7	37.71	27.045	45.65	53.63	48.46	51.95	53.56
ENSG00000269463.1	0.7688	0.60345	4.285	1.606	0.5291	0.9456	2.213
ENSG00000252361.1	0.001	0.2295	0.3498	0.2401	0.001	0.3098	0.4387
ENSG00000264442.1	0.7282	0.7264	1.105	0.85	0.3577	1.006	1.405
ENSG00000256690.1	0.8264	0.50935	1.321	0.557	0.4899	0.6732	1.102
ENSG00000133316.11	19.71	12.49	13.99	8.024	24.72	17.82	19.24
ENSG00000255717.2	62.98	28.64	37.29	15.64	58.56	44.17	64.42
ENSG00000168003.12	83.49	39.095	60.91	55.98	142	95.48	119.9
ENSG00000168539.3	0.05234	0.08617	0.05209	0.01576	0.02696	12.66	2.211
ENSG00000257002.1	0.1331	0.26135	0.2458	0.001	0.001	1.924	1.724
ENSG00000241082.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197901.7	0.001	0.001	0.05335	0.001	0.001	0.001	0.001
ENSG00000149452.11	0.001	0.001	0.03703	0.001	0.001	0.001	0.01931
ENSG00000256041.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000253547.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000197658.5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000239924.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184999.7	0.01542	0.009836	0.02128	0.001	0.001	0.068	0.2487
ENSG00000196600.8	0.0948	0.001	0.001	0.001	0.001	0.01044	0.0174
ENSG00000256863.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256847.1	0.09575	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000256181.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149742.5	0.001	0.06663	0.001	0.001	0.001	0.001	0.02143
ENSG00000168004.5	0.4819	5.544	0.3323	0.1441	0.03418	1.146	1.88
ENSG00000133317.10	0.07972	0.1282	0.09112	6.633	0.02354	1.185	1.265
ENSG00000133321.6	11.3	3.4235	19.54	31.39	7.996	46.22	113.8
ENSG00000133328.3	0.4752	0.04559	0.374	0.1681	0.001	1.285	4.164
ENSG00000176485.6	3.997	9.8955	36.76	3.008	9.88	24.85	41.57
ENSG00000203520.3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000184743.8	31.46	11.605	12.27	7.303	52.32	25.1	39.23
ENSG00000270269.1	0.3925	0.1418	0.2174	0.0976	0.001	1.121	1.513
ENSG00000256789.1	0.001	0.001	0.001	0.001	0.001	0.09895	0.001
ENSG00000133318.9	39.5	30.78	76.69	143.9	79.94	61.76	63.37
ENSG00000271100.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000188070.8	6.951	5.6865	18.85	0.5088	15.31	9.685	11.93
ENSG00000255651.2	0.359	1.159	4.568	0.001	0.8734	0.7045	0.2357
ENSG00000264519.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000168005.4	8.997	3.4515	21.88	3.27	17.7	9.76	19.83
ENSG00000256280.1	0.4461	0.001	0.7422	0.7792	0.001	0.4077	0.385
ENSG00000072518.16	56.16	12.18	31.43	39.56	11.24	33.14	27.86
ENSG00000202089.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000167771.5	0.4836	0.39685	7.179	0.04351	6.891	1.025	0.4852
ENSG00000110583.8	15.56	8.4875	52.95	4.594	17.82	22.93	17.61
ENSG00000207200.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000176340.3	613.5	132.45	522.9	260.7	523.3	382.3	381.5
ENSG00000167770.7	72.42	19.52	61.53	48.69	66.7	51.61	62.9
ENSG00000133315.6	19.01	24.405	19.18	1.195	16.61	25.41	16.19
ENSG00000256824.1	0.1012	0.06005	0.2987	0.001	0.001	0.1085	0.001
ENSG00000256481.1	0.05577	0.001	0.5278	0.001	0.001	0.06953	0.001
ENSG00000126500.3	1.239	0.6316	1.904	0.0772	0.7809	1.186	0.5751
ENSG00000256341.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000168439.12	60.84	19.325	69.24	28.94	98.19	47.27	63.75
ENSG00000149781.8	6.245	3.1025	6.846	279.7	6.081	12.16	76.81
ENSG00000149743.9	44.53	32.115	67.46	15.54	38.65	48.14	45.19
ENSG00000149761.4	31.5	20.005	35.08	27.86	32.14	31.61	33.06
ENSG00000256116.1	3.12	1.7605	8.194	2.926	1.965	3.078	4.105
ENSG00000110011.9	51.64	55.795	96.85	87.62	40.04	78.96	66.61
ENSG00000173511.5	61.19	56.28	190.6	18.17	119.1	82.32	154.4
ENSG00000173486.8	65.32	65.5	199.8	20.29	70.84	82.03	77.7
ENSG00000173457.6	120.6	60.715	30.36	9.661	119	49.64	45.49
ENSG00000256940.1	17.72	2.176	0.2393	0.001	6.898	1.707	0.5531
ENSG00000257086.1	2.884	0.50255	1.628	0.1509	2.771	1.502	2.475
ENSG00000149782.7	49.25	5.67	10.29	5.819	27.37	20.43	32.35
ENSG00000002330.9	40.98	15.37	45.1	17.36	45.65	36.9	50.95
ENSG00000173264.9	19.24	5.085	27.94	10.42	16.43	17.01	19.67
ENSG00000182450.8	0.05505	0.01266	0.2447	0.01652	0.07107	0.04122	0.1211
ENSG00000207024.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000219435.3	0.4746	0.1476	0.3471	0.04804	0.2108	0.199	0.8176
ENSG00000173153.9	66.83	30.41	21.95	24.76	27.08	56.44	47.4
ENSG00000173113.2	113.2	43.86	182.6	50.07	179.1	81.74	128.6
ENSG00000126432.9	554.6	129.45	534.1	233.8	379	318.9	389.4
ENSG00000236935.1	0.2267	0.001	0.1845	2.067	0.001	0.2089	0.5892
ENSG00000168071.17	9.216	1.43	4.519	80.38	0.3796	12.62	22.73
ENSG00000162302.8	48.94	9.369	13.9	19.29	43.94	22.99	39.29
ENSG00000221273.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000231680.1	0.001	0.001	0.1023	1.719	0.001	0.001	0.108
ENSG00000231492.2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000181908.4	0.07449	0.80795	0.2097	0.4121	0.001	0.1276	0.1756
ENSG00000232500.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000237363.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000168065.11	0.01028	0.04777	0.05837	0.008592	0.01596	0.02694	0.03167
ENSG00000197891.7	0.007308	0.0068835	0.01191	0.0098	0.001	0.01937	0.01309
ENSG00000110076.14	0.2588	0.75325	3.122	0.1377	1.316	0.863	0.9331
ENSG00000237410.1	0.001	0.001	0.1072	0.001	0.3156	0.001	0.001
ENSG00000068831.14	6.578	1.512	5.419	128.2	0.8948	4.31	37.23
ENSG00000068976.9	2.595	0.9525	2.494	7.208	0.7804	3.54	5.032
ENSG00000168066.16	128.4	68.7	182.4	141.9	127.9	136	179.4
ENSG00000269038.1	1.016	0.5448	3.325	0.2745	1.073	1.363	0.978
ENSG00000269290.1	2.437	1.562	9.656	3.021	1.612	3.631	15.37
ENSG00000168067.7	7.051	5.674	20.2	30.34	6.828	11.97	34.97
ENSG00000133895.10	24.86	12.985	33.17	8.748	33.99	25.52	25.53
ENSG00000171219.8	44.69	11.365	25.91	0.9359	0.1364	32.24	18.75
ENSG00000110047.13	24.85	5.924	9.562	116.4	36.12	19.11	63.12
ENSG00000230835.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000203400.3	0.001	0.6274	0.001	0.08636	0.001	0.001	0.001
ENSG00000267804.1	0.001	2.4115	0.2007	0.3513	0.001	0.1114	0.2033
ENSG00000207648.1	0.001	0.2842	0.001	0.001	0.001	0.001	0.001
ENSG00000229719.2	0.001	0.10885	0.001	0.03519	0.001	0.001	0.02804
ENSG00000110046.8	14.09	9.749	24.46	31.47	13.25	16.69	27.9
ENSG00000068971.9	13.96	11.175	45.38	22.5	13.22	19.28	37.77
ENSG00000149735.2	0.03772	31.01	19.91	0.05844	0.001	0.07606	0.2558
ENSG00000168070.7	0.02702	0.1234	0.1531	0.04178	0.02516	0.06042	0.1306
ENSG00000168062.5	0.8633	6.152	3.772	2.409	1.361	2.832	8.117
ENSG00000213465.3	86.08	46.475	120.8	21.73	151.7	95.45	172
ENSG00000270775.1	0.09192	0.001	0.1171	0.001	0.1201	0.09308	0.1552
ENSG00000110025.8	22.59	9.5895	20.05	13.32	18.56	20.01	27.51
ENSG00000168061.9	9.431	3.9455	9.566	2.151	13.85	6.551	7.437
ENSG00000168060.10	1.868	0.43355	3.543	2.464	6.186	2.149	6.245
ENSG00000266123.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000146670.5	9.167	0.2703	0.7149	1.432	8.143	1.569	1.859
ENSG00000162300.7	30.84	16.255	47.15	17.82	39.98	34.62	34.36
ENSG00000187066.4	0.05504	0.001	0.1085	0.001	0.08619	0.001	0.06266
ENSG00000149823.3	49.44	69.955	53.92	35.69	49.95	61	59.62
ENSG00000254501.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000149809.10	56.53	41.815	44.82	4.08	2.292	38.05	16.18
ENSG00000174276.5	12.8	8.406	27.49	4.304	13.2	12.31	12.07
ENSG00000149806.6	364.6	260.25	365.4	246.2	494.3	322	434.7
ENSG00000149792.4	65.12	20.545	76.5	18.16	63.64	48.13	55.19
ENSG00000162298.12	47.06	69.84	91.53	19.81	43.41	72.92	66.94
ENSG00000254455.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000222477.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000255058.1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
ENSG00000204710.2	0.02489	0.034695	0.03393	0.4021	0.001	0.03158	0.1002
ENSG00000255200.1	1.608	0.7725	1.74	0.4553	0.9284	1.324	1.066
ENSG00000254614.1	4.095	2.375	2.055	2.954	2.58	3.656	2.902
